text,L1
"I.
 A. Restaurant food
 B. Chinese, Italian and Indian
 C. International

II.
 A. Chinese
 1. Ingredient
 2. Helth
 3. Easy
 
 B. Italian
 1. Pasta
 2. Roasted
 3. Coffee

 C. Indian 
 1. Vegetarian
 2. Spices
 3. Satisfying

III.
 Chinese, Italian and Indian are three popular types of food. The are liked because they are all delicious and unique.",Arabic
" American Billboard Chart have many kinds music.
Soulja Boy's ""Crank That"" is among the morepopular musics in American in this week. The american Billboard Chart shows it.
The next rank same at last week. It is the very Kanye West's ""Stronger"".
 The next, Alicia Keys's ""no one"" increased four rank. The other side, Britney Spears's ""Gimme More"" is that decreased three rank for last week.
lastly, Kanye West's ""The Good Life"" is ranked ten.
 This week's ranks are on the whole similar at last week and this week Billboard Chart is extremely diverse too.",Korean
While im studying English i wii try to foucs in the vocabulary.After i finish English i will apply to Pitt.Before I finish studying Englis i will try to find American roomate.As soon as i finish the college i will return to my country.,Arabic
In Taiwan,Arabic
Milly varies her clothes every day.,Arabic
He or she refer to someone tries to cook stinky tofu at home.,Arabic
"yes, because it is taboo in our religion.",Arabic
I wake up at 8:20. I don't eat breakfast.,Korean
"My first job was to be an announcer in the supermarket after I graduate. On my first day, I felt a little nervous so that I made so much mistakes. For instance, I announced some wrong prices of products and I lost an important notice to announce. After that, manager warned me very seriously. I got a bad day in my first work day. One week later, I did a good job in my position because a wonderful thing happened that was unexpected. I remembered that day was Friday and our supermarket would sell a new food ""toasted-duck"" , but the manager had no idea how to let customers know how good it was. When I heard about his problem, I opened my mind as quickly as I could. Finally, I told manager my way that if we could tell customers a traditional stroy like making ""toasted-duck"", the customer would know our new food ""toasted-duck"" a little bit. My manager thought about it and used my way later. Then, it worked, those ""toast-duck"" sold out in 4 hours. I was very happy that day, and I also made my manager's day. But, I just quit this job after 30 days because I thought announcer was job but not career.",Chinese
You'd better understand each other.,Korean
"I think Pandit family's overall financial situation isn't so good. So they should reduce some of their expenses and save money.
 
 They have two ways to cut their expenses. First, they should cut vacation expenses until they can get out of debt. Because there will be heavy travel expenses for Maribel and Ritu's visiting home. Second, they should get out of hand the charity donations because they have deficit now so I don't think they can afford to expense the charity donations.

 They also have several solutions to save money for current expenses. First, they can save money if they reduce to buy clothing because they already have many clothes so they don't have to buy other lots of clothes. Second, they should reduce to spend money for furniture and appliances because they already have furniture so they should spend money just some appliances when they really need it. Third, if they always turn off lights when they go out, they can receive small amount of bill about electricity. Finally, if Ray sell his Lexus car and buy another cheaper car, it also helps to save money because an architect doesn't have to drive such a expensive car.

 If they want to make more money, Maribel should work in part time job. Because Ray works 14 hours a day but they're still in the red. I think it's very hard to work 14 hours a day so he can't work more than 14 hours a day. The reason of part time job is that Maribel has to take care of her daughter Ritu. So I think she can't work in full time job but she can try to work in part time job.

 Now, they need a plan for their financial future. First, they should cut and reduce their money because after they do that, they can save some money and gradually get out of debt. Second, when they can save some money, they should get life insurance because the life insurance can help when they have problem in future.

 If they want to get help with medical costs they should get medical insurance. I think the medical insurance is very important because if one of the family members goes to hospital with medical insurance, they can pay cheaper than before. If they want to get help with education costs, Ritu should find a sponsor because the sponsor will give a lot of money to Ritu.

 If the Pandit family follows my opinion especially cutting and saving, getting insurance, I believe they will live without debt in future. And then they don't have to worried about money problem because maybe Ray still earn his salary and Ritu will be professional ice skater.",Korean
